Id,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,deposit
3598,57,blue-collar,married,primary,no,5949,yes,no,cellular,8,apr,123,1,-1,0,unknown,no
3599,32,self-employed,married,tertiary,no,210,yes,no,cellular,19,nov,268,1,-1,0,unknown,no
3600,33,blue-collar,single,secondary,no,33,yes,no,unknown,9,may,557,1,-1,0,unknown,no
3601,56,admin.,married,secondary,no,2146,no,yes,unknown,9,jun,594,1,-1,0,unknown,no
3602,44,blue-collar,married,secondary,no,1678,yes,no,unknown,17,jun,120,1,-1,0,unknown,no
3603,36,admin.,married,secondary,no,898,no,no,cellular,15,jul,118,5,-1,0,unknown,no
3604,41,blue-collar,single,unknown,no,2835,yes,no,unknown,28,may,53,1,-1,0,unknown,no
3605,39,management,single,tertiary,no,2357,yes,no,cellular,20,apr,64,3,273,1,failure,no
3606,28,technician,single,secondary,no,584,yes,no,cellular,13,may,354,1,370,2,failure,no
3607,33,technician,single,secondary,no,1279,yes,no,cellular,18,may,239,2,349,3,success,no
3608,51,technician,married,secondary,no,2402,yes,no,unknown,29,may,118,1,-1,0,unknown,no
3609,26,admin.,single,secondary,yes,-42,no,yes,cellular,30,jul,305,3,-1,0,unknown,no
3610,39,blue-collar,married,primary,no,568,yes,no,unknown,21,may,173,3,-1,0,unknown,no
3611,28,blue-collar,single,primary,no,150,no,yes,cellular,9,jul,112,2,-1,0,unknown,no
3612,39,technician,married,tertiary,no,101,no,no,cellular,3,apr,441,1,-1,0,unknown,no
3613,45,management,married,secondary,no,424,yes,yes,cellular,12,aug,216,5,-1,0,unknown,no
3614,28,blue-collar,single,secondary,no,7,yes,yes,unknown,9,may,125,3,-1,0,unknown,no
3615,50,self-employed,married,unknown,no,-84,yes,no,unknown,6,may,101,1,-1,0,unknown,no
3616,70,retired,married,unknown,no,647,no,no,telephone,10,mar,152,1,348,1,failure,no
3617,34,technician,single,tertiary,no,299,yes,no,unknown,21,may,205,2,-1,0,unknown,no
3618,30,student,single,secondary,no,0,yes,no,cellular,19,nov,661,1,-1,0,unknown,no
3619,54,blue-collar,divorced,primary,no,190,yes,no,unknown,15,may,196,2,-1,0,unknown,no
3620,37,blue-collar,married,primary,no,1455,yes,no,unknown,21,may,165,2,-1,0,unknown,no
3621,29,technician,divorced,secondary,no,477,yes,yes,cellular,11,may,58,1,305,1,failure,no
3622,55,entrepreneur,divorced,tertiary,no,1730,no,no,cellular,17,nov,89,2,118,3,failure,no
3623,29,blue-collar,single,secondary,no,-20,yes,no,unknown,29,may,814,2,-1,0,unknown,yes
3624,54,blue-collar,married,primary,no,162,yes,no,cellular,6,may,184,1,-1,0,unknown,no
3625,32,management,married,tertiary,no,263,no,no,cellular,22,aug,175,1,-1,0,unknown,no
3626,52,services,married,secondary,no,5,yes,yes,cellular,11,jul,94,2,-1,0,unknown,no
3627,46,housemaid,single,primary,no,10889,no,no,cellular,19,oct,167,3,-1,0,unknown,no
3628,43,technician,single,secondary,no,293,yes,no,unknown,15,may,49,1,-1,0,unknown,no
3629,47,technician,married,secondary,no,2781,yes,no,unknown,15,may,855,4,-1,0,unknown,no
3630,41,services,married,primary,no,4903,yes,no,cellular,19,nov,223,2,-1,0,unknown,no
3631,34,admin.,married,secondary,no,19,yes,yes,cellular,13,oct,98,1,-1,0,unknown,no
3632,32,blue-collar,married,secondary,no,113,yes,yes,unknown,20,may,235,2,-1,0,unknown,no
3633,38,admin.,divorced,secondary,no,3750,yes,no,unknown,20,may,119,1,-1,0,unknown,no
3634,54,technician,divorced,secondary,no,447,yes,no,unknown,14,may,146,4,-1,0,unknown,no
3635,37,entrepreneur,single,tertiary,no,108,no,no,unknown,11,jun,157,6,-1,0,unknown,no
3636,50,management,married,secondary,no,2910,no,no,telephone,29,jul,790,1,-1,0,unknown,no
3637,42,technician,married,secondary,no,234,no,no,cellular,4,feb,765,2,-1,0,unknown,no
3638,54,technician,divorced,secondary,no,1904,yes,yes,unknown,7,may,280,3,-1,0,unknown,no
3639,46,blue-collar,married,secondary,no,398,yes,yes,cellular,6,aug,128,2,-1,0,unknown,no
3640,30,management,single,tertiary,no,220,no,yes,cellular,12,aug,111,2,-1,0,unknown,no
3641,50,technician,divorced,secondary,no,-403,no,yes,cellular,17,nov,130,2,119,2,failure,no
3642,58,admin.,married,secondary,no,855,no,no,cellular,14,aug,81,2,-1,0,unknown,no
3643,56,technician,married,secondary,no,107,no,no,telephone,11,jul,52,4,-1,0,unknown,no
3644,38,blue-collar,divorced,secondary,no,-90,no,yes,cellular,12,may,242,1,-1,0,unknown,no
3645,28,services,single,secondary,no,0,no,no,cellular,4,feb,428,1,-1,0,unknown,no
3646,29,unemployed,married,tertiary,no,8,yes,no,unknown,7,may,233,1,-1,0,unknown,no
3647,35,technician,divorced,secondary,no,0,no,no,cellular,24,jul,262,2,-1,0,unknown,no
3648,54,technician,married,secondary,no,4475,yes,no,cellular,19,nov,108,1,-1,0,unknown,no
3649,38,admin.,single,secondary,no,-23,no,no,cellular,20,nov,48,2,-1,0,unknown,no
3650,27,entrepreneur,single,tertiary,no,81,no,no,cellular,5,feb,197,1,199,3,failure,no
3651,32,management,single,tertiary,no,-248,yes,yes,cellular,6,may,109,1,315,20,other,no
3652,41,blue-collar,married,secondary,no,281,yes,no,cellular,14,may,123,4,-1,0,unknown,no
3653,52,entrepreneur,divorced,tertiary,no,3975,no,no,cellular,19,nov,116,5,-1,0,unknown,no
3654,50,blue-collar,married,secondary,no,235,no,no,cellular,11,aug,71,2,-1,0,unknown,no
3655,25,student,married,tertiary,no,4923,yes,yes,cellular,19,feb,266,2,219,12,other,no
3656,48,management,married,primary,no,1744,no,no,unknown,9,jun,181,1,-1,0,unknown,no
3657,53,management,married,tertiary,no,6525,yes,no,unknown,2,jun,73,3,-1,0,unknown,no
3658,33,self-employed,married,secondary,no,0,yes,no,cellular,31,jul,14,23,-1,0,unknown,no
3659,57,retired,married,primary,no,70,yes,yes,unknown,16,may,186,5,-1,0,unknown,no
3660,39,technician,married,secondary,no,3528,yes,no,unknown,21,may,226,1,-1,0,unknown,no
3661,47,entrepreneur,married,unknown,no,0,yes,no,cellular,11,may,70,8,339,6,other,no
3662,33,services,single,secondary,no,3910,yes,no,cellular,19,nov,676,2,-1,0,unknown,no
3663,39,admin.,divorced,secondary,no,22,no,no,unknown,28,may,121,3,-1,0,unknown,no
3664,45,unknown,married,unknown,no,4413,no,no,telephone,29,jul,77,35,-1,0,unknown,no
3665,27,services,single,secondary,no,5850,yes,no,cellular,31,jul,164,3,-1,0,unknown,no
3666,32,management,married,tertiary,no,678,no,no,cellular,28,aug,13,15,-1,0,unknown,no
3667,39,admin.,single,secondary,no,782,yes,no,cellular,20,nov,162,3,-1,0,unknown,no
3668,60,self-employed,married,secondary,no,1690,no,no,cellular,28,aug,64,11,-1,0,unknown,no
3669,64,technician,married,secondary,no,1473,yes,no,cellular,13,feb,121,2,-1,0,unknown,no
3670,46,management,married,tertiary,no,191,yes,no,cellular,17,nov,58,1,-1,0,unknown,no
3671,41,technician,married,secondary,no,349,no,yes,cellular,27,feb,48,1,-1,0,unknown,no
3672,36,technician,divorced,secondary,no,666,yes,yes,cellular,3,apr,190,1,133,1,other,no
3673,26,technician,single,tertiary,no,1216,yes,no,cellular,16,apr,472,2,-1,0,unknown,no
3674,38,management,single,tertiary,no,0,no,no,cellular,29,aug,95,2,-1,0,unknown,no
3675,30,management,single,tertiary,no,2,no,no,cellular,23,mar,269,1,-1,0,unknown,no
3676,23,services,married,secondary,no,0,yes,yes,unknown,26,may,90,5,-1,0,unknown,no
3677,37,management,single,tertiary,no,600,yes,no,cellular,17,nov,116,2,196,1,failure,no
3678,32,technician,married,secondary,no,367,yes,no,cellular,11,may,214,2,276,3,failure,no
3679,35,services,single,secondary,no,2110,no,yes,cellular,7,jul,39,1,-1,0,unknown,no
3680,33,management,married,secondary,no,-285,yes,no,cellular,12,aug,507,3,-1,0,unknown,no
3681,39,management,married,tertiary,no,225,yes,no,cellular,20,nov,554,2,-1,0,unknown,no
3682,46,services,married,secondary,no,2215,no,no,unknown,6,jun,222,2,-1,0,unknown,no
3683,26,blue-collar,married,secondary,no,2005,yes,no,unknown,27,may,224,3,-1,0,unknown,no
3684,57,retired,married,tertiary,no,906,yes,no,unknown,7,may,117,1,-1,0,unknown,no
3685,39,technician,divorced,secondary,no,394,yes,no,unknown,29,may,184,1,-1,0,unknown,no
3686,29,blue-collar,married,secondary,no,832,yes,no,unknown,16,may,228,2,-1,0,unknown,no
3687,43,housemaid,married,primary,no,0,no,yes,cellular,17,nov,836,1,129,2,failure,no
3688,39,blue-collar,single,secondary,no,290,yes,no,cellular,5,may,128,1,336,1,other,no
3689,45,management,married,tertiary,no,0,no,no,cellular,20,aug,71,2,-1,0,unknown,no
3690,29,services,single,secondary,no,27,yes,no,cellular,21,jul,554,2,-1,0,unknown,no
3691,51,management,married,tertiary,no,-265,yes,no,unknown,20,jun,435,4,-1,0,unknown,no
3692,43,technician,single,secondary,no,34,no,no,telephone,30,jul,29,1,-1,0,unknown,no
3693,35,services,single,secondary,no,1354,no,yes,cellular,21,nov,278,6,-1,0,unknown,no
3694,50,management,divorced,tertiary,no,405,no,no,cellular,2,apr,82,6,-1,0,unknown,no
3695,27,management,single,tertiary,no,12956,yes,no,unknown,29,may,789,3,-1,0,unknown,yes
3696,27,management,single,tertiary,no,10,no,no,cellular,9,feb,17,3,-1,0,unknown,no
3697,31,management,married,tertiary,no,8279,no,no,cellular,6,aug,533,2,-1,0,unknown,no
3698,44,services,divorced,secondary,no,0,no,yes,cellular,17,jul,275,17,-1,0,unknown,no
3699,49,services,married,secondary,no,314,no,no,cellular,20,aug,30,2,-1,0,unknown,no
3700,31,technician,single,secondary,no,674,yes,yes,unknown,3,jun,150,3,-1,0,unknown,no
3701,50,blue-collar,married,primary,no,1549,yes,no,cellular,11,may,445,2,299,6,other,no
3702,35,technician,married,secondary,no,295,yes,no,unknown,29,may,882,2,-1,0,unknown,no
3703,25,technician,married,tertiary,no,914,yes,no,cellular,12,may,185,2,-1,0,unknown,no
3704,30,blue-collar,single,secondary,no,783,no,yes,cellular,29,jan,197,1,-1,0,unknown,no
3705,32,management,single,tertiary,no,1117,no,no,cellular,18,aug,219,4,-1,0,unknown,no
3706,27,self-employed,single,tertiary,no,1237,yes,yes,unknown,2,jun,535,4,-1,0,unknown,no
3707,48,blue-collar,married,primary,no,3837,no,yes,cellular,21,nov,120,1,-1,0,unknown,no
3708,52,technician,divorced,primary,no,1500,no,no,unknown,15,may,148,3,-1,0,unknown,no
3709,39,blue-collar,married,secondary,no,-196,yes,no,cellular,8,may,127,2,-1,0,unknown,no
3710,28,student,single,secondary,no,231,yes,no,cellular,8,may,55,1,-1,0,unknown,no
3711,42,technician,married,secondary,no,315,yes,no,unknown,6,may,259,2,-1,0,unknown,no
3712,33,technician,single,secondary,no,781,yes,no,cellular,7,may,201,1,-1,0,unknown,no
3713,46,technician,married,secondary,no,863,yes,no,cellular,3,feb,67,3,-1,0,unknown,no
3714,57,services,divorced,secondary,no,4664,no,no,cellular,21,nov,22,4,114,1,failure,no
3715,29,admin.,single,secondary,no,1261,no,no,cellular,5,feb,605,1,-1,0,unknown,no
3716,37,technician,married,secondary,no,41,no,no,cellular,29,aug,127,5,-1,0,unknown,no
3717,42,technician,married,secondary,no,2030,yes,yes,cellular,9,jul,196,1,-1,0,unknown,no
3718,38,retired,single,unknown,no,62,no,no,unknown,19,jun,212,1,-1,0,unknown,no
3719,43,management,married,secondary,no,2411,yes,no,cellular,11,aug,124,7,-1,0,unknown,no
3720,36,self-employed,married,secondary,no,44,yes,no,cellular,18,nov,199,1,-1,0,unknown,no
3721,33,technician,married,secondary,no,0,no,no,cellular,20,aug,113,4,-1,0,unknown,no
3722,40,blue-collar,married,primary,no,570,yes,no,unknown,12,may,109,3,-1,0,unknown,no
3723,33,technician,single,secondary,no,291,no,no,cellular,25,aug,72,6,-1,0,unknown,no
3724,47,blue-collar,divorced,primary,no,556,yes,no,unknown,14,may,227,4,-1,0,unknown,no
3725,35,blue-collar,married,secondary,no,731,yes,no,cellular,20,apr,179,2,-1,0,unknown,no
3726,35,admin.,divorced,secondary,no,0,yes,yes,cellular,17,nov,86,2,-1,0,unknown,no
3727,29,technician,single,tertiary,no,865,no,no,cellular,17,may,248,3,243,1,failure,no
3728,59,retired,married,unknown,yes,-114,no,yes,cellular,9,jul,611,2,-1,0,unknown,no
3729,52,management,married,tertiary,no,2428,yes,no,cellular,21,nov,294,1,116,3,failure,no
3730,36,housemaid,married,secondary,no,399,yes,no,cellular,22,jul,139,1,-1,0,unknown,no
3731,48,services,divorced,secondary,no,62,yes,no,cellular,8,may,561,1,-1,0,unknown,no
3732,41,services,married,unknown,yes,-1,no,yes,cellular,30,jul,1171,4,-1,0,unknown,yes
3733,54,blue-collar,married,primary,no,3170,yes,no,telephone,16,apr,140,2,324,4,failure,no
3734,33,blue-collar,married,primary,no,3704,yes,no,unknown,6,jun,447,2,-1,0,unknown,no
3735,28,self-employed,single,tertiary,no,75,yes,no,cellular,7,may,245,3,-1,0,unknown,no
3736,26,management,single,tertiary,no,1326,yes,no,unknown,9,may,70,1,-1,0,unknown,no
3737,39,blue-collar,married,primary,no,813,yes,no,unknown,8,may,117,2,-1,0,unknown,no
3738,51,admin.,divorced,secondary,no,340,yes,no,unknown,8,may,186,1,-1,0,unknown,no
3739,33,technician,single,tertiary,no,125,no,no,telephone,29,aug,66,2,-1,0,unknown,no
3740,53,services,married,primary,no,574,yes,no,unknown,20,may,121,2,-1,0,unknown,no
3741,58,blue-collar,married,secondary,no,221,yes,no,cellular,17,apr,115,2,343,2,failure,no
3742,31,unemployed,married,tertiary,no,591,no,no,cellular,21,nov,161,2,-1,0,unknown,no
3743,29,student,single,tertiary,no,3054,no,no,cellular,2,nov,204,1,186,7,success,no
3744,42,services,married,secondary,no,0,yes,no,cellular,13,may,116,4,-1,0,unknown,no
3745,29,blue-collar,married,secondary,no,1958,yes,no,cellular,18,may,112,4,349,1,failure,no
3746,57,blue-collar,married,secondary,no,0,no,yes,cellular,22,jul,127,2,-1,0,unknown,no
3747,39,technician,single,secondary,no,2910,yes,no,unknown,17,jun,157,5,-1,0,unknown,no
3748,28,admin.,single,secondary,no,551,no,yes,cellular,8,jul,161,1,-1,0,unknown,no
3749,33,blue-collar,married,secondary,no,328,yes,no,cellular,20,apr,72,1,264,9,failure,no
3750,43,management,married,tertiary,no,228,yes,no,cellular,26,may,55,1,113,1,failure,no
3751,30,self-employed,single,tertiary,no,2593,no,no,unknown,27,may,662,7,-1,0,unknown,no
3752,32,technician,married,secondary,no,286,no,no,cellular,20,apr,60,1,343,4,failure,no
3753,24,technician,married,secondary,no,330,yes,yes,cellular,5,may,326,1,-1,0,unknown,no
3754,26,blue-collar,divorced,secondary,no,0,yes,no,unknown,19,may,48,3,-1,0,unknown,no
3755,38,blue-collar,married,primary,no,1597,no,no,telephone,8,may,15,1,-1,0,unknown,no
3756,35,blue-collar,married,secondary,no,1088,yes,no,unknown,2,jun,362,2,-1,0,unknown,no
3757,34,management,married,tertiary,no,118,no,yes,telephone,17,jul,171,3,-1,0,unknown,no
3758,36,blue-collar,married,primary,no,106,yes,no,cellular,18,may,31,6,-1,0,unknown,no
3759,44,blue-collar,married,secondary,no,1697,yes,no,unknown,4,jul,150,2,-1,0,unknown,yes
3760,46,blue-collar,married,primary,no,-169,no,yes,unknown,29,may,336,3,-1,0,unknown,no
3761,51,technician,divorced,secondary,no,2323,yes,yes,cellular,18,aug,151,10,-1,0,unknown,no
3762,33,technician,married,tertiary,no,2728,no,no,cellular,5,aug,295,2,-1,0,unknown,no
3763,26,student,single,tertiary,no,0,no,no,cellular,15,jun,41,2,-1,0,unknown,no
3764,57,entrepreneur,divorced,secondary,no,-37,no,no,unknown,5,may,173,1,-1,0,unknown,no
3765,52,technician,married,secondary,no,1818,no,yes,cellular,17,nov,189,2,111,4,failure,no
3766,32,self-employed,divorced,tertiary,no,3271,no,no,cellular,12,aug,162,1,100,3,success,no
3767,34,entrepreneur,single,tertiary,no,-185,no,no,cellular,29,jan,114,1,-1,0,unknown,no
3768,26,student,married,secondary,no,289,no,no,cellular,29,jan,220,1,-1,0,unknown,no
3769,46,unknown,married,secondary,no,1482,no,no,cellular,19,aug,139,3,-1,0,unknown,no
3770,44,management,single,primary,no,4,no,no,cellular,29,jul,163,3,-1,0,unknown,no
3771,43,management,married,tertiary,no,5523,no,no,unknown,11,jun,78,1,-1,0,unknown,no
3772,60,self-employed,single,tertiary,no,179,no,yes,cellular,29,jul,79,4,-1,0,unknown,no
3773,59,retired,divorced,tertiary,no,439,no,yes,cellular,8,jul,136,1,-1,0,unknown,no
3774,54,admin.,married,secondary,no,426,yes,no,unknown,29,may,205,1,-1,0,unknown,no
3775,35,blue-collar,married,primary,no,378,yes,no,unknown,16,may,427,3,-1,0,unknown,no
3776,29,technician,single,secondary,no,247,yes,no,unknown,8,may,134,1,-1,0,unknown,no
3777,30,technician,married,secondary,no,817,yes,no,cellular,22,aug,180,4,-1,0,unknown,no
3778,24,blue-collar,single,secondary,no,-424,yes,no,cellular,20,apr,10,6,-1,0,unknown,no
3779,48,retired,married,primary,no,1591,no,no,cellular,31,jul,217,4,-1,0,unknown,no
3780,48,blue-collar,single,primary,no,755,yes,no,cellular,29,jul,65,2,-1,0,unknown,no
3781,33,admin.,single,secondary,no,375,yes,no,cellular,17,apr,151,1,-1,0,unknown,no
3782,31,services,single,secondary,no,125,no,no,cellular,4,may,200,1,91,1,failure,no
3783,32,blue-collar,single,secondary,no,1036,yes,yes,unknown,30,may,62,2,-1,0,unknown,no
3784,46,blue-collar,married,primary,no,2473,no,no,cellular,4,aug,136,3,-1,0,unknown,no
3785,45,self-employed,single,primary,no,112,no,no,unknown,20,jun,298,4,-1,0,unknown,no
3786,44,services,single,secondary,no,0,yes,no,unknown,14,may,198,1,-1,0,unknown,no
3787,58,management,married,tertiary,no,2143,yes,no,unknown,5,may,261,1,-1,0,unknown,no
3788,37,management,divorced,secondary,no,414,no,no,cellular,20,aug,352,4,-1,0,unknown,no
3789,30,management,single,tertiary,no,45,no,no,telephone,2,feb,211,2,-1,0,unknown,no
3790,44,management,married,tertiary,no,7454,no,no,unknown,5,jun,243,1,-1,0,unknown,no
3791,30,technician,married,secondary,no,817,yes,no,cellular,21,nov,208,3,91,4,failure,no
3792,31,management,single,tertiary,no,1130,yes,no,cellular,2,feb,181,1,264,3,failure,no
3793,50,blue-collar,married,primary,no,8000,yes,no,cellular,20,aug,221,10,-1,0,unknown,no
3794,40,management,married,tertiary,no,16,no,yes,cellular,9,feb,47,4,-1,0,unknown,no
3795,36,management,married,tertiary,no,953,yes,yes,telephone,4,may,354,2,335,3,other,no
3796,44,admin.,single,secondary,no,275,yes,no,cellular,14,may,7,5,367,4,failure,no
3797,42,services,married,unknown,no,1340,no,yes,cellular,30,jul,88,5,-1,0,unknown,no
3798,31,services,married,secondary,no,371,yes,yes,cellular,17,apr,654,1,-1,0,unknown,no
3799,51,housemaid,married,primary,no,289,no,no,unknown,14,may,97,5,-1,0,unknown,no
3800,52,technician,married,secondary,no,420,no,no,unknown,16,may,112,4,-1,0,unknown,no
3801,58,retired,divorced,primary,no,11,no,yes,cellular,10,jul,161,5,-1,0,unknown,no
3802,56,retired,married,secondary,no,397,yes,no,unknown,23,may,252,1,-1,0,unknown,no
3803,32,services,single,secondary,no,1274,yes,no,cellular,7,may,239,2,-1,0,unknown,no
3804,53,retired,single,secondary,no,1421,yes,no,unknown,13,may,225,2,-1,0,unknown,no
3805,36,management,single,tertiary,no,0,yes,no,unknown,3,jun,174,1,-1,0,unknown,no
3806,40,self-employed,single,tertiary,no,265,no,no,cellular,5,feb,121,3,-1,0,unknown,no
3807,55,services,married,secondary,no,1695,yes,no,unknown,3,jun,69,2,-1,0,unknown,no
3808,38,blue-collar,married,primary,no,10443,no,no,cellular,19,nov,370,1,-1,0,unknown,no
3809,30,management,single,tertiary,no,1243,yes,no,unknown,23,may,135,1,-1,0,unknown,no
3810,34,admin.,married,secondary,no,560,yes,no,unknown,5,may,198,3,-1,0,unknown,no
3811,41,services,divorced,secondary,no,0,no,no,cellular,14,jul,93,3,-1,0,unknown,no
3812,58,management,married,tertiary,no,44,yes,no,unknown,15,may,288,2,-1,0,unknown,no
3813,33,services,married,secondary,no,34,yes,yes,unknown,3,jun,161,1,-1,0,unknown,no
3814,26,technician,single,tertiary,no,1996,no,no,cellular,29,jan,111,2,-1,0,unknown,no
3815,27,management,single,tertiary,no,791,no,no,cellular,29,jan,620,1,-1,0,unknown,no
3816,44,technician,married,tertiary,no,0,no,no,cellular,14,aug,41,2,-1,0,unknown,no
3817,60,retired,divorced,primary,no,2516,no,no,telephone,4,feb,157,1,-1,0,unknown,no
3818,60,retired,married,primary,no,8025,no,no,cellular,28,jan,194,1,-1,0,unknown,no
3819,44,admin.,single,secondary,no,89,yes,yes,cellular,8,may,164,1,-1,0,unknown,no
3820,34,management,single,tertiary,no,0,yes,no,unknown,2,jun,83,1,-1,0,unknown,no
3821,41,services,single,primary,no,5907,yes,no,cellular,21,nov,6,5,-1,0,unknown,no
3822,37,housemaid,married,primary,no,166,yes,no,cellular,10,jul,151,1,-1,0,unknown,no
3823,29,technician,single,secondary,no,534,yes,no,cellular,18,may,382,1,-1,0,unknown,no
3824,31,blue-collar,married,primary,no,68,yes,no,unknown,8,may,226,1,-1,0,unknown,no
3825,59,retired,married,secondary,no,644,no,no,telephone,20,nov,547,2,-1,0,unknown,no
