ID,Carat Weight,Cut,Color,Clarity,Polish,Symmetry,Report,Price
1754,1.52,Ideal,G,SI1,EX,EX,GIA,11510
1755,2.03,Good,E,VS2,G,VG,GIA,28230
1756,2.11,Very Good,H,VS1,EX,ID,AGSL,23138
1757,0.9,Very Good,G,IF,EX,VG,GIA,5718
1758,1.01,Very Good,F,SI1,G,VG,GIA,5248
1759,1.55,Ideal,D,VS2,EX,EX,GIA,17441
1760,1.3,Very Good,H,SI1,VG,VG,GIA,6758
1761,1.01,Fair,G,SI1,VG,VG,GIA,4417
1762,1.54,Very Good,E,VVS2,EX,VG,GIA,19810
1763,2,Very Good,F,VS1,EX,VG,GIA,30446
1764,1.34,Ideal,G,VVS2,EX,EX,GIA,11342
1765,1.09,Ideal,E,VS2,EX,EX,GIA,7796
1766,1.04,Very Good,I,VS2,EX,VG,GIA,4468
1767,1.03,Good,I,VS2,VG,VG,GIA,4819
1768,1.08,Signature-Ideal,G,VS1,ID,ID,AGSL,8529
1769,1.18,Good,E,SI1,G,G,GIA,6568
1770,1.07,Signature-Ideal,G,VVS1,ID,ID,AGSL,9703
1771,2.43,Very Good,E,VS1,VG,VG,GIA,44379
1772,1.22,Ideal,H,VS1,VG,EX,GIA,7418
1773,1.52,Very Good,D,SI1,EX,VG,GIA,13357
1774,1.74,Very Good,D,SI1,G,VG,GIA,16286
1775,1.01,Ideal,G,VS2,VG,EX,GIA,6449
1776,0.92,Ideal,G,VS2,VG,VG,GIA,4953
1777,1.51,Ideal,I,SI1,EX,EX,GIA,8504
1778,2.14,Ideal,I,SI1,EX,EX,GIA,17213
1779,0.96,Ideal,F,VVS2,EX,VG,GIA,8149
1780,1.2,Very Good,I,SI1,G,G,GIA,5408
1781,1.07,Very Good,H,SI1,VG,VG,AGSL,5186
1782,0.79,Very Good,F,SI1,VG,VG,GIA,3073
1783,2.08,Very Good,F,VVS1,VG,EX,GIA,37711
1784,0.9,Ideal,H,SI1,ID,ID,AGSL,4198
1785,2.23,Ideal,D,SI1,VG,VG,GIA,26435
1786,2.22,Ideal,F,VS1,EX,EX,AGSL,33721
1787,2.01,Ideal,H,VS1,VG,VG,GIA,20923
1788,1.23,Ideal,H,VS2,ID,ID,AGSL,7701
1789,1,Ideal,D,SI1,EX,EX,GIA,5804
1790,2.02,Very Good,H,VS1,VG,EX,GIA,20564
1791,2.01,Good,I,VS2,EX,EX,AGSL,15290
1792,1.53,Ideal,I,SI1,VG,VG,GIA,8981
1793,1.23,Ideal,G,VVS1,ID,ID,AGSL,10572
1794,2.23,Very Good,G,VS2,EX,EX,GIA,27562
1795,2.13,Ideal,G,VS1,VG,VG,GIA,29450
1796,0.94,Very Good,G,VVS1,VG,VG,GIA,6088
1797,1.26,Ideal,H,SI1,ID,ID,AGSL,7101
1798,1.52,Ideal,E,SI1,EX,EX,GIA,12147
1799,2.66,Ideal,G,VVS1,EX,VG,GIA,46861
1800,0.76,Good,F,VS1,G,G,AGSL,3057
1801,2.03,Very Good,I,SI1,VG,EX,GIA,15101
1802,1.09,Very Good,G,SI1,VG,VG,GIA,5420
1803,2.13,Ideal,G,VS2,EX,EX,GIA,27122
1804,0.91,Fair,E,SI1,EX,EX,GIA,4017
1805,0.8,Very Good,H,SI1,VG,VG,GIA,3005
1806,0.9,Very Good,F,VS2,VG,EX,GIA,4268
1807,1.28,Ideal,I,VS1,ID,ID,AGSL,6984
1808,1.01,Very Good,F,VVS2,EX,VG,GIA,8265
1809,1.01,Ideal,E,VVS2,EX,EX,GIA,10230
1810,1.07,Ideal,D,SI1,VG,EX,GIA,6587
1811,0.9,Very Good,H,SI1,G,VG,GIA,3748
1812,2.13,Ideal,G,IF,EX,EX,GIA,37622
1813,1.55,Ideal,E,VVS2,EX,EX,GIA,18828
1814,0.9,Good,D,VS2,EX,EX,GIA,4682
1815,1.24,Ideal,F,VS2,VG,VG,GIA,8928
1816,1.2,Ideal,E,VS2,EX,VG,GIA,9228
1817,2.02,Very Good,H,SI1,VG,VG,GIA,18236
1818,2,Very Good,D,IF,VG,G,GIA,49199
1819,0.92,Ideal,H,VS2,EX,EX,GIA,4568
1820,1.5,Very Good,H,VS1,EX,EX,GIA,12152
1821,2.27,Ideal,H,VS1,VG,VG,GIA,27845
1822,1.01,Very Good,D,SI1,VG,G,GIA,5670
1823,0.75,Very Good,E,VS1,G,G,GIA,3543
1824,1,Good,E,VVS2,G,G,GIA,7226
1825,0.83,Very Good,I,VS1,G,G,GIA,2788
1826,0.83,Ideal,E,SI1,VG,VG,GIA,3538
1827,1.03,Very Good,E,SI1,VG,VG,GIA,5566
1828,2.29,Ideal,E,SI1,VG,VG,GIA,21159
1829,1,Good,F,VS2,G,G,GIA,5437
1830,1.05,Ideal,G,VVS2,VG,VG,GIA,8625
1831,0.75,Ideal,D,VS1,EX,VG,GIA,4007
1832,0.83,Ideal,E,SI1,EX,EX,GIA,4024
1833,1.57,Ideal,I,SI1,EX,EX,GIA,10633
1834,1,Very Good,H,SI1,EX,VG,GIA,4658
1835,0.75,Very Good,F,VS1,VG,VG,GIA,3268
1836,1,Good,H,SI1,VG,VG,GIA,4276
1837,1.14,Very Good,H,VS2,VG,VG,GIA,6103
1838,0.75,Very Good,D,SI1,VG,G,GIA,3048
1839,2,Very Good,F,VS1,VG,VG,GIA,29840
1840,0.9,Very Good,F,SI1,G,VG,GIA,4379
1841,1.05,Ideal,G,VVS1,EX,EX,GIA,8931
1842,2.15,Very Good,H,VVS2,EX,EX,GIA,26580
1843,0.9,Very Good,H,VS2,VG,VG,GIA,4255
1844,1.5,Very Good,D,VS2,VG,VG,GIA,13287
1845,1.02,Ideal,G,VS1,EX,G,GIA,6968
1846,1.01,Very Good,G,VS1,EX,VG,GIA,6561
1847,1.08,Ideal,H,VS2,EX,EX,GIA,7241
1848,1.13,Ideal,F,VS1,VG,VG,GIA,8716
1849,1.8,Very Good,I,SI1,VG,G,GIA,11793
1850,0.91,Ideal,D,VS1,EX,EX,GIA,6652
1851,1.07,Signature-Ideal,F,SI1,EX,EX,GIA,7357
1852,2.01,Very Good,H,SI1,VG,VG,GIA,16901
1853,1.22,Ideal,G,IF,EX,EX,GIA,11111
1854,0.9,Very Good,F,SI1,G,G,GIA,3854
1855,1.21,Ideal,E,VS2,ID,ID,AGSL,10556
1856,1.23,Very Good,I,VS2,VG,EX,GIA,6826
1857,2.07,Good,G,VS2,EX,VG,GIA,26842
1858,1.01,Signature-Ideal,G,VS2,ID,ID,AGSL,7179
1859,1.04,Ideal,H,VS2,EX,VG,GIA,5654
1860,1.01,Ideal,G,VS2,VG,VG,GIA,6295
1861,1.11,Ideal,D,VVS2,VG,VG,GIA,12016
1862,0.88,Ideal,H,VVS1,VG,VG,GIA,4334
1863,1.5,Very Good,E,VS2,VG,VG,GIA,14061
1864,1.21,Ideal,G,SI1,VG,VG,GIA,6515
1865,2.26,Signature-Ideal,F,VVS2,ID,ID,AGSL,45757
1866,1.01,Ideal,G,SI1,G,VG,GIA,5521
1867,1.02,Ideal,G,SI1,EX,EX,GIA,5207
1868,1.15,Ideal,G,VS1,VG,EX,GIA,8109
1869,1.16,Very Good,E,VS2,EX,VG,GIA,8520
1870,1.03,Ideal,G,VS2,ID,ID,AGSL,6557
1871,1.01,Very Good,G,SI1,VG,VG,GIA,5049
1872,2.08,Very Good,H,VS2,EX,VG,GIA,20265
1873,0.9,Very Good,E,SI1,VG,VG,GIA,4147
1874,2.02,Ideal,I,VS1,EX,EX,GIA,18324
1875,1.01,Good,G,VS1,G,G,GIA,6613
1876,2.09,Ideal,E,VS1,EX,EX,GIA,35205
1877,1.13,Very Good,F,SI1,VG,G,GIA,5584
1878,1.21,Very Good,F,VS2,G,VG,GIA,8353
1879,1.08,Signature-Ideal,E,VS1,ID,ID,AGSL,10292
1880,1.01,Very Good,G,SI1,EX,EX,GIA,5231
1881,0.99,Very Good,F,SI1,G,G,GIA,5112
1882,2.01,Ideal,G,SI1,EX,EX,GIA,21064
1883,1.52,Good,I,SI1,G,G,GIA,8400
1884,0.82,Ideal,F,SI1,EX,EX,GIA,3810
1885,1.04,Ideal,G,VS2,EX,EX,GIA,7044
1886,1.02,Very Good,H,SI1,G,G,GIA,4875
1887,1.04,Ideal,F,VVS2,VG,EX,GIA,9351
1888,1.01,Ideal,D,VVS1,EX,EX,GIA,12065
1889,0.95,Very Good,D,SI1,G,G,GIA,5101
1890,0.94,Very Good,D,SI1,VG,VG,GIA,5186
1891,1.01,Good,D,VS2,VG,G,GIA,6113
1892,2.01,Very Good,D,VS1,VG,VG,GIA,33941
1893,1.21,Ideal,G,VS1,EX,EX,GIA,9287
1894,2.16,Ideal,F,VVS1,ID,ID,AGSL,44121
1895,0.8,Ideal,E,VS2,EX,VG,GIA,3972
1896,1.51,Very Good,G,SI1,EX,VG,GIA,10971
1897,2.01,Good,H,VS1,VG,VG,GIA,21204
1898,1.1,Very Good,H,SI1,VG,G,GIA,5276
1899,1.04,Very Good,G,VS2,EX,G,GIA,5964
1900,2.01,Very Good,F,IF,EX,EX,GIA,45456
1901,1.13,Ideal,G,VVS1,EX,EX,GIA,9653
1902,0.77,Ideal,H,VVS2,EX,EX,GIA,3707
1903,1.5,Very Good,H,SI1,EX,VG,GIA,9987
1904,2.09,Ideal,F,VS2,EX,EX,GIA,32692
1905,0.9,Very Good,G,SI1,G,G,GIA,3752
1906,2.28,Very Good,F,VS1,VG,VG,GIA,37274
1907,0.92,Very Good,E,VS2,EX,EX,GIA,5044
1908,1.21,Ideal,H,VS1,G,VG,GIA,6784
1909,1.08,Very Good,F,SI1,VG,G,GIA,5256
1910,1.58,Ideal,H,VVS2,EX,EX,GIA,13397
1911,1.5,Fair,I,VS2,VG,G,GIA,8999
1912,1.03,Ideal,F,VS2,VG,VG,GIA,6902
1913,1.03,Ideal,D,VVS1,VG,EX,GIA,12295
1914,2.01,Very Good,G,SI1,VG,G,GIA,20267
1915,1.53,Very Good,I,SI1,EX,EX,GIA,9183
1916,2.12,Ideal,G,VS1,EX,EX,GIA,29474
1917,0.75,Ideal,F,VS2,EX,EX,GIA,3434
1918,1,Good,F,SI1,EX,VG,GIA,5171
1919,2.44,Ideal,I,VS2,EX,EX,GIA,23455
1920,1.02,Ideal,G,VVS2,G,G,GIA,7464
1921,1.52,Very Good,F,SI1,VG,G,GIA,11776
1922,1.01,Ideal,F,SI1,VG,G,GIA,5140
1923,1.02,Ideal,I,VS1,ID,ID,AGSL,5283
1924,2.06,Ideal,I,VS2,EX,EX,GIA,18971
1925,0.9,Very Good,G,SI1,VG,VG,GIA,3649
1926,1.01,Ideal,E,VVS2,EX,EX,GIA,10852
1927,0.91,Fair,G,SI1,VG,VG,GIA,3581
1928,0.81,Very Good,H,VS1,EX,EX,GIA,3404
1929,2.03,Ideal,G,VS1,VG,VG,GIA,25313
1930,1.02,Very Good,F,SI1,VG,VG,GIA,5155
1931,2.09,Ideal,H,VS2,VG,VG,GIA,20361
1932,1.28,Ideal,G,VVS2,VG,EX,GIA,10635
1933,0.9,Very Good,F,VS2,G,G,GIA,4466
1934,1.02,Very Good,H,SI1,VG,VG,GIA,4932
1935,0.76,Ideal,D,VS1,EX,EX,GIA,3746
1936,1.02,Very Good,D,SI1,VG,G,GIA,5778
1937,1.01,Very Good,I,SI1,EX,VG,GIA,4313
1938,1.7,Ideal,D,IF,EX,EX,GIA,44380
1939,1.01,Very Good,H,SI1,EX,EX,GIA,5026
1940,2.01,Good,F,SI1,VG,G,GIA,20524
1941,1.26,Very Good,H,VS2,G,G,GIA,7567
1942,1.34,Very Good,I,VS2,EX,EX,AGSL,6884
1943,0.9,Good,F,VS2,VG,EX,GIA,4268
1944,0.9,Very Good,H,VS2,VG,VG,GIA,4149
1945,2.09,Ideal,I,VS1,VG,VG,GIA,18713
1946,1.01,Very Good,E,VS2,VG,EX,GIA,6714
1947,1.52,Very Good,I,VS1,EX,EX,GIA,10016
1948,0.77,Ideal,I,VVS2,EX,EX,GIA,2824
1949,2.02,Ideal,H,SI1,VG,VG,GIA,17392
1950,0.93,Ideal,E,SI1,VG,G,GIA,4374
1951,0.95,Ideal,G,IF,VG,VG,GIA,6951
1952,1.54,Signature-Ideal,F,VS1,EX,EX,GIA,18416
1953,2.02,Ideal,F,SI1,VG,VG,GIA,21544
1954,2.09,Ideal,D,VS1,ID,ID,AGSL,40503
1955,0.75,Ideal,D,VS1,EX,EX,GIA,4250
1956,1.53,Ideal,I,VS1,EX,EX,GIA,10560
1957,1.12,Ideal,F,SI1,VG,EX,GIA,6087
1958,0.75,Very Good,I,VVS2,VG,EX,GIA,2818
1959,1.5,Ideal,H,VS1,ID,ID,AGSL,12702
1960,0.91,Ideal,F,SI1,EX,EX,GIA,5176
1961,1.01,Ideal,G,VS2,ID,ID,AGSL,6663
1962,1.5,Very Good,H,VS1,EX,VG,GIA,10652
1963,1.5,Very Good,G,SI1,VG,VG,GIA,10019
1964,1.42,Signature-Ideal,D,VS1,ID,ID,AGSL,16618
1965,0.9,Ideal,D,SI1,EX,EX,GIA,5656
1966,0.9,Very Good,H,VS1,VG,VG,GIA,4939
1967,1.02,Ideal,G,VS2,EX,EX,GIA,6410
1968,0.91,Very Good,G,SI1,G,VG,GIA,3959
1969,0.9,Very Good,D,VS1,VG,VG,GIA,5195
1970,2.32,Very Good,F,VS2,VG,G,GIA,32906
1971,1.01,Very Good,I,SI1,VG,VG,GIA,4189
1972,1.2,Very Good,G,SI1,VG,G,GIA,6274
1973,1.57,Signature-Ideal,H,VS2,ID,ID,AGSL,13530
1974,1.01,Very Good,I,VS2,EX,VG,GIA,4602
1975,2.01,Good,I,SI1,VG,G,GIA,14552
1976,1.05,Very Good,F,VVS2,VG,VG,GIA,9472
1977,0.9,Very Good,H,IF,VG,VG,GIA,5434
1978,2.01,Very Good,G,SI1,EX,VG,GIA,19079
1979,2.2,Very Good,G,VS2,EX,EX,GIA,29496
1980,1.04,Very Good,F,VS1,VG,EX,AGSL,7308
1981,2.02,Ideal,G,VS2,EX,EX,GIA,27068
1982,2.62,Ideal,G,VVS1,VG,VG,GIA,44016
1983,2.29,Ideal,F,SI1,VG,EX,GIA,25107
1984,2.03,Very Good,I,VVS2,VG,VG,GIA,19852
1985,1.08,Ideal,G,SI1,VG,VG,GIA,5462
1986,2.01,Very Good,G,VS2,VG,EX,GIA,28639
1987,0.91,Very Good,D,SI1,VG,VG,GIA,4916
1988,1.51,Ideal,H,SI1,VG,EX,GIA,9694
1989,1.22,Ideal,H,VVS2,VG,EX,GIA,8014
1990,2.16,Ideal,H,SI1,EX,EX,GIA,19224
1991,1,Ideal,F,VS1,EX,EX,GIA,7928
1992,0.9,Very Good,F,SI1,VG,EX,GIA,3950
1993,1.23,Good,I,SI1,EX,VG,GIA,5418
1994,1.23,Ideal,I,SI1,EX,EX,GIA,6183
1995,1.02,Very Good,E,VS2,VG,VG,GIA,6366
1996,0.91,Very Good,H,VVS2,VG,VG,GIA,4143
1997,1.11,Very Good,G,VS1,EX,EX,GIA,8129
1998,1.05,Very Good,E,SI1,VG,VG,GIA,5671
1999,2.3,Very Good,E,VS1,EX,EX,GIA,45752
2000,1.62,Ideal,H,VVS2,ID,ID,AGSL,13434
2001,0.8,Ideal,I,VS1,VG,EX,GIA,2906
2002,1.2,Ideal,G,SI1,EX,EX,GIA,7372
2003,1.01,Ideal,H,SI1,VG,VG,GIA,4767
2004,1,Very Good,G,VVS2,EX,EX,GIA,7950
2005,1.01,Very Good,F,IF,VG,VG,GIA,9287
2006,0.9,Very Good,D,SI1,VG,G,GIA,5123
2007,1.1,Very Good,F,SI1,VG,VG,GIA,5667
2008,0.9,Very Good,H,SI1,EX,EX,GIA,3437
2009,1.2,Very Good,F,SI1,VG,VG,GIA,6594
2010,1.54,Ideal,G,VS1,ID,ID,AGSL,14462
2011,2,Very Good,E,VVS2,EX,EX,GIA,35038
2012,0.9,Ideal,G,VVS1,EX,VG,GIA,6680
2013,1.01,Very Good,F,SI1,VG,VG,GIA,5284
2014,2.24,Ideal,G,VS2,ID,ID,AGSL,26511
2015,1.03,Very Good,D,SI1,EX,EX,GIA,5924
2016,2.03,Very Good,H,SI1,VG,VG,GIA,17971
2017,2.05,Very Good,H,VS1,EX,EX,GIA,22665
2018,0.83,Very Good,H,VS2,VG,VG,GIA,3249
2019,0.9,Ideal,G,SI1,EX,EX,GIA,4260
2020,2.31,Ideal,I,VS2,ID,ID,AGSL,19872
2021,2.01,Ideal,I,SI1,EX,EX,GIA,16562
2022,2.23,Very Good,H,VS2,VG,VG,GIA,21706
2023,0.91,Very Good,G,VS2,VG,VG,GIA,4532
2024,2.02,Ideal,D,IF,VG,VG,GIA,59282
2025,1.27,Ideal,F,VS2,ID,ID,AGSL,10656
2026,1.01,Good,E,VS2,G,G,GIA,6691
2027,1.02,Ideal,I,SI1,VG,VG,GIA,4229
2028,1.51,Ideal,E,SI1,VG,G,GIA,11628
2029,2.08,Very Good,G,VS2,EX,EX,GIA,23226
2030,0.99,Very Good,D,SI1,G,VG,GIA,5671
2031,1.25,Very Good,G,VS2,EX,EX,GIA,8941
2032,1.09,Ideal,G,VS2,EX,EX,GIA,7357
2033,2.01,Ideal,H,VS1,EX,EX,GIA,23897
2034,0.9,Ideal,I,VVS2,EX,EX,GIA,4011
2035,0.9,Ideal,I,VS2,VG,VG,GIA,3629
2036,1.33,Ideal,H,VVS2,EX,EX,GIA,10045
2037,1.16,Ideal,I,VS2,EX,EX,GIA,5587
2038,1.01,Good,G,VS2,VG,VG,GIA,5641
2039,0.91,Very Good,H,VS1,VG,G,GIA,4226
2040,2.08,Good,H,VS2,EX,EX,GIA,20797
2041,1.02,Very Good,D,SI1,EX,EX,GIA,5432
2042,1.55,Ideal,H,VS1,EX,EX,GIA,13665
2043,1.33,Very Good,I,SI1,VG,VG,GIA,6656
2044,1.15,Ideal,G,VVS2,EX,EX,GIA,9157
2045,0.9,Good,I,SI1,VG,G,GIA,3034
2046,2.17,Ideal,H,VVS2,EX,EX,GIA,25707
2047,1.5,Very Good,E,SI1,VG,VG,GIA,11690
2048,1.02,Signature-Ideal,D,VS2,EX,EX,GIA,9502
2049,1.04,Good,H,SI1,VG,G,GIA,4741
2050,1.58,Very Good,G,VVS2,VG,VG,GIA,15863
2051,0.91,Good,H,SI1,VG,G,GIA,3520
2052,0.77,Signature-Ideal,H,VS2,EX,EX,GIA,3451
2053,1.02,Fair,E,SI1,EX,EX,AGSL,5209
2054,2.02,Good,G,VS2,VG,VG,GIA,25270
2055,1.21,Ideal,D,VVS2,EX,EX,GIA,12657
2056,1.6,Very Good,I,VS2,VG,VG,GIA,9633
2057,1.03,Ideal,I,VS1,ID,ID,AGSL,4727
2058,1.23,Very Good,I,VS2,VG,G,GIA,6335
2059,0.92,Good,E,VS2,EX,VG,GIA,4364
2060,1.12,Ideal,G,VVS2,EX,VG,GIA,9010
2061,0.77,Good,I,VS1,EX,EX,GIA,2472
2062,1.25,Ideal,G,IF,EX,EX,GIA,11233
2063,2.45,Very Good,F,VS1,VG,G,GIA,40939
2064,2.03,Ideal,G,VS1,EX,VG,GIA,28306
2065,1.01,Very Good,F,SI1,VG,VG,GIA,5174
2066,1.5,Good,H,VVS2,G,EX,GIA,10608
2067,1.57,Very Good,G,SI1,VG,VG,GIA,10859
2068,0.9,Good,D,SI1,G,G,GIA,4117
2069,0.81,Ideal,H,SI1,EX,EX,GIA,2951
2070,1,Very Good,D,SI1,VG,G,GIA,5320
2071,2.04,Very Good,F,VVS1,EX,EX,GIA,42587
2072,1,Very Good,D,SI1,VG,G,GIA,5747
2073,1.14,Ideal,G,VS1,VG,G,GIA,7750
2074,2.08,Ideal,H,VS1,EX,EX,GIA,25210
2075,1.51,Good,F,VVS2,EX,EX,GIA,14654
2076,1.51,Very Good,F,VVS2,VG,VG,GIA,16716
2077,2.15,Ideal,G,VS2,ID,ID,AGSL,25463
2078,1.13,Ideal,H,SI1,VG,VG,GIA,5303
2079,1,Very Good,F,SI1,EX,EX,GIA,5521
2080,1.49,Ideal,F,VVS2,EX,EX,GIA,18614
2081,1.54,Ideal,F,VS2,EX,EX,GIA,17029
2082,1.21,Very Good,F,SI1,EX,EX,GIA,7877
2083,2.38,Very Good,G,SI1,EX,EX,GIA,22166
2084,1.18,Ideal,I,SI1,ID,ID,AGSL,5412
2085,0.91,Very Good,G,VS2,G,VG,GIA,4392
2086,2.01,Good,H,VS2,VG,G,GIA,18640
2087,2.51,Very Good,H,SI1,VG,VG,GIA,24351
2088,2.09,Very Good,H,VS2,EX,VG,GIA,22791
2089,1.23,Ideal,I,VS2,VG,VG,GIA,6335
2090,1.04,Very Good,F,SI1,VG,G,AGSL,5490
2091,1.01,Very Good,D,SI1,VG,VG,GIA,5634
2092,1.01,Ideal,G,VS2,ID,ID,AGSL,6439
2093,0.9,Good,E,VS1,VG,G,GIA,5356
2094,2.01,Very Good,H,VS1,EX,EX,GIA,20727
2095,1.02,Very Good,G,VS1,VG,VG,GIA,6709
2096,1.52,Very Good,G,VS2,VG,VG,GIA,11093
2097,2.01,Very Good,F,SI1,G,VG,GIA,21558
2098,1.26,Very Good,F,VS1,VG,G,GIA,10284
2099,2.02,Very Good,F,SI1,VG,VG,GIA,19841
2100,0.76,Signature-Ideal,H,SI1,ID,ID,AGSL,3050
2101,1.58,Ideal,F,VS1,EX,EX,GIA,18965
2102,1.04,Ideal,D,VVS2,EX,EX,GIA,11367
2103,1.17,Very Good,F,VS1,G,VG,GIA,7468
2104,2.29,Ideal,G,VS2,VG,VG,GIA,27097
2105,1.12,Signature-Ideal,G,VS2,EX,EX,GIA,8189
2106,2.08,Ideal,I,VS2,ID,ID,AGSL,17916
2107,1.08,Ideal,H,SI1,VG,VG,GIA,4922
2108,1.5,Very Good,F,VS1,VG,VG,GIA,15508
2109,1.4,Ideal,G,VS2,EX,VG,GIA,10953
2110,1.27,Ideal,H,VS2,ID,ID,AGSL,7937
2111,2.04,Very Good,I,VS1,G,VG,GIA,18622
2112,2.32,Very Good,E,VVS2,G,EX,GIA,47800
2113,1.02,Very Good,E,VVS1,VG,VG,GIA,10641
2114,0.8,Ideal,G,VVS2,ID,ID,AGSL,4146
2115,1.11,Ideal,E,SI1,EX,EX,GIA,6800
2116,1.03,Very Good,G,VS2,EX,EX,GIA,6931
2117,1.2,Ideal,D,VVS2,VG,EX,GIA,13165
2118,1.01,Very Good,G,VS2,EX,VG,GIA,5944
2119,0.76,Ideal,I,VS1,ID,ID,AGSL,2679
2120,1.56,Very Good,I,SI1,EX,EX,GIA,9494
2121,2.02,Ideal,F,VS1,EX,EX,GIA,32176
2122,2.54,Very Good,H,SI1,VG,EX,GIA,25867
2123,1.02,Ideal,H,VVS2,VG,VG,GIA,6667
2124,1.01,Good,E,SI1,EX,VG,GIA,4713
2125,1.13,Ideal,F,VVS2,ID,ID,AGSL,10742
2126,2.01,Very Good,H,SI1,VG,G,GIA,18149
2127,2.02,Ideal,I,VS2,VG,VG,GIA,16735
2128,1.04,Ideal,G,SI1,EX,EX,GIA,5311
2129,0.91,Very Good,E,SI1,EX,EX,GIA,4914
2130,1.11,Ideal,G,SI1,G,G,GIA,6065
2131,1.2,Very Good,G,VS1,G,VG,GIA,8150
2132,1.04,Ideal,H,VS1,EX,G,GIA,5734
2133,0.83,Ideal,E,SI1,G,EX,GIA,3235
2134,1.18,Ideal,H,SI1,EX,EX,GIA,6440
2135,1.03,Ideal,G,VVS2,EX,VG,GIA,7990
2136,0.77,Very Good,D,SI1,EX,EX,GIA,3040
2137,1,Good,D,SI1,VG,VG,GIA,5727
2138,1,Good,F,VS1,VG,G,GIA,6389
2139,0.79,Very Good,E,VVS2,VG,VG,GIA,4585
2140,0.97,Ideal,D,SI1,VG,G,GIA,5028
2141,2.02,Ideal,I,SI1,EX,EX,GIA,16128
2142,1.06,Very Good,E,SI1,EX,EX,GIA,6169
2143,0.9,Good,H,SI1,VG,VG,GIA,3186
2144,1.2,Ideal,E,VVS2,VG,VG,GIA,11883
2145,0.9,Good,H,VS2,G,G,GIA,4685
2146,2.01,Very Good,G,VS1,EX,EX,GIA,23156
2147,1.08,Very Good,D,VS2,VG,VG,GIA,7257
2148,1.03,Ideal,D,VS2,ID,ID,AGSL,7697
2149,0.99,Good,D,VS2,G,VG,GIA,5799
2150,1,Very Good,E,VS2,VG,VG,GIA,6732
2151,1.36,Very Good,D,VVS2,VG,G,GIA,14236
2152,1.07,Ideal,G,VS1,ID,ID,AGSL,7161
2153,2.02,Good,I,VS2,VG,G,GIA,16593
2154,0.86,Ideal,E,SI1,EX,EX,GIA,3997
2155,1.2,Good,I,VS1,EX,EX,GIA,5579
2156,0.8,Very Good,E,SI1,EX,VG,GIA,3040
2157,1.02,Very Good,F,VVS2,EX,VG,GIA,9246
2158,1,Ideal,F,VS2,EX,VG,GIA,6240
2159,1.56,Ideal,F,VVS2,VG,EX,GIA,18276
2160,1.51,Ideal,G,SI1,VG,EX,GIA,10971
2161,1.02,Ideal,D,SI1,EX,EX,GIA,6157
2162,0.8,Ideal,F,VS1,VG,EX,GIA,4070
2163,1.08,Very Good,H,SI1,VG,EX,GIA,5127
2164,0.76,Very Good,I,VS2,EX,EX,GIA,2551
2165,0.77,Good,F,VS2,VG,VG,AGSL,2911
2166,2.02,Very Good,G,VS1,VG,EX,GIA,25190
2167,2,Good,I,VS2,VG,VG,GIA,14864
2168,1.13,Ideal,H,SI1,EX,EX,GIA,6075
2169,1.01,Good,I,SI1,VG,VG,GIA,4238
2170,1.1,Ideal,H,SI1,VG,EX,GIA,5169
2171,1.54,Very Good,G,VS1,VG,G,GIA,13284
2172,1.05,Ideal,G,VS2,EX,EX,GIA,7070
2173,2.01,Good,E,SI1,EX,EX,GIA,23135
2174,2.26,Very Good,G,SI1,G,VG,GIA,19691
2175,2.16,Very Good,I,VS2,VG,VG,GIA,17904
2176,0.91,Very Good,I,VS2,G,VG,GIA,3633
2177,1.16,Ideal,H,VS1,EX,EX,GIA,7175
2178,1.01,Very Good,F,SI1,G,G,GIA,4890
2179,1.01,Very Good,H,VS2,G,G,GIA,5861
2180,1.58,Ideal,I,VS1,ID,ID,AGSL,10920
2181,0.83,Ideal,D,SI1,EX,EX,GIA,3933
2182,1.32,Ideal,I,VS1,VG,EX,GIA,7095
2183,0.81,Good,I,VS1,G,G,GIA,3042
2184,2.06,Signature-Ideal,I,IF,ID,ID,AGSL,25354
2185,2.05,Ideal,I,SI1,VG,VG,GIA,15629
2186,0.9,Good,G,VVS2,EX,VG,GIA,4360
2187,0.9,Ideal,H,VS1,G,VG,GIA,4201
2188,1.06,Ideal,I,VS2,ID,ID,AGSL,5516
2189,1.23,Ideal,G,VS1,VG,VG,GIA,9119
2190,1.06,Ideal,G,VS2,EX,EX,GIA,6809
2191,1.24,Signature-Ideal,F,VVS2,ID,ID,AGSL,14233
2192,1.63,Ideal,G,SI1,ID,ID,AGSL,12990
2193,0.9,Ideal,F,VS2,ID,ID,AGSL,5142
2194,2,Ideal,G,VVS2,EX,EX,GIA,28010
2195,0.78,Good,D,SI1,G,G,GIA,3253
2196,1.11,Very Good,F,VS1,EX,EX,GIA,8528
2197,1.15,Ideal,G,VVS1,VG,VG,GIA,10644
2198,1.5,Ideal,D,SI1,VG,VG,GIA,12206
2199,1.73,Ideal,G,VVS1,EX,EX,GIA,23837
2200,1.29,Very Good,H,SI1,VG,VG,GIA,7229
2201,2,Ideal,H,SI1,ID,ID,AGSL,18440
2202,2.43,Ideal,F,IF,ID,ID,AGSL,60188
2203,0.91,Ideal,H,VS2,VG,VG,GIA,4666
2204,0.9,Good,D,SI1,VG,G,GIA,4227
2205,1.01,Ideal,F,SI1,VG,VG,GIA,5812
2206,1.5,Ideal,I,IF,VG,VG,GIA,11825
